school_name,state_name,enrollment
Cascade Ridge Elementary,Washington,544
Newcastle Elementary School,Washington,621
Grand Ridge Elementary,Washington,770
Issaquah Head Start,Washington,0
Creekside Elementary,Washington,718
Pacific Cascade Middle School,Washington,995
Gibson Ek High School,Washington,114
Kahlotus Elem & High,Washington,51
Kalama Elem School,Washington,457
Kalama Jr Sr High,Washington,513
Keller Elementary School,Washington,28
Canyon View Elementary School,Washington,550
Desert Hills Middle School,Washington,820
Eastgate Elementary School,Washington,577
Edison Elementary School - Kennewick,Washington,595
Hawthorne Elementary School - Kennewick,Washington,554
Highlands Middle School,Washington,746
Kamiakin High School,Washington,1739
Kennewick High School,Washington,1638
Park Middle School,Washington,739
Southgate Elementary School,Washington,496
Vista Elementary School,Washington,570
Washington Elementary School,Washington,486
Westgate Elementary School,Washington,503
Amistad Elementary School,Washington,498
Horse Heaven Hills Middle School,Washington,805
Ridge View Elementary School,Washington,617
Sunset View Elementary School,Washington,565
Cascade Elementary School,Washington,595
Lincoln Elementary School,Washington,591
Southridge High School,Washington,1709
Keewaydin Discovery Center,Washington,135
Tri-Tech Skills Center,Washington,0
Benton/Franklin Juvenile Justice Center,Washington,32
Mid-Columbia Parent Partnership,Washington,336
Phoenix High School,Washington,57
Legacy High School,Washington,228
Cottonwood Elementary,Washington,711
Benton County Jail,Washington,0
Sagecrest Elementary,Washington,485
Chinook Middle School,Washington,794
Cedar Valley Elementary School,Washington,284
Covington Elementary School,Washington,575
East Hill Elementary School,Washington,552
Fairwood Elementary School,Washington,372
Grass Lake Elementary School,Washington,407
Kent Elementary School,Washington,735
Kent-Meridian High School,Washington,2084
Kentridge High School,Washington,2261
Lake Youngs Elementary School,Washington,494
Meeker Middle School,Washington,608
Meridian Elementary School,Washington,646
Meridian Middle School,Washington,594
Panther Lake Elementary School,Washington,677
Park Orchard Elementary School,Washington,533
Pine Tree Elementary School,Washington,424
Scenic Hill Elementary School,Washington,607
Soos Creek Elementary School,Washington,398
Springbrook Elementary School,Washington,543
George T. Daniel Elementary School,Washington,535
Sunrise Elementary School,Washington,628
Cedar Heights Middle School,Washington,663
Meadow Ridge Elementary School,Washington,530
Sawyer Woods Elementary School,Washington,461
Crestwood Elementary School,Washington,485
Mattson Middle School,Washington,633
Kentwood High School,Washington,2074
Ridgewood Elementary School,Washington,495
Martin Sortun Elementary School,Washington,689
Jenkins Creek Elementary School,Washington,426
Carriage Crest Elementary School,Washington,472
Neely O Brien Elementary School,Washington,767
Horizon Elementary School,Washington,467
Northwood Middle School,Washington,649
Glenridge Elementary,Washington,461
Kent Mountain View Academy,Washington,304
Kentlake High School,Washington,1503
Regional Justice Center,Washington,12
Emerald Park Elementary School,Washington,486
Millennium Elementary School,Washington,602
Mill Creek Middle School,Washington,826
Kent Phoenix Academy,Washington,277
Birth to Age 2,Washington,172
iGrad,Washington,375
The Outreach Program,Washington,63
Kettle Falls Elementary School,Washington,292
Kettle Falls Middle School,Washington,223
Kettle Falls High School,Washington,219
Columbia Virtual Academy - Kettle Falls,Washington,224
Kiona-Benton City High School,Washington,456
Kiona-Benton City Middle School,Washington,321
Kiona-Benton City Primary School,Washington,321
Kiona-Benton Intermediate School,Washington,348
Kittitas Elementary School,Washington,273
Kittitas High School,Washington,367
Parke Creek Treatment Ctr,Washington,13
Kittitas B-5 Special Ed Program,Washington,15
Klickitat Elem & High,Washington,75
La Conner Elementary,Washington,240
La Conner High School,Washington,191
La Conner Middle,Washington,145
Lacrosse Elementary School,Washington,25
Lacrosse High School,Washington,35
La Center Middle School,Washington,387
La Center Elementary,Washington,720
La Center High School,Washington,558
La Center Home School Academy,Washington,12
Glenwood Elementary,Washington,563
Skyline Elementary,Washington,526
Hillcrest Elementary School,Washington,809
Lake Stevens Middle School,Washington,621
Lake Stevens Sr High School,Washington,1936
Mt. Pilchuck Elementary School,Washington,668
Sunnycrest Elementary School,Washington,757
Prove High School,Washington,0
North Lake Middle School,Washington,770
Homelink,Washington,106
Highland Elementary,Washington,667
Cavelero Mid High School,Washington,1286
Early Learning Center,Washington,138
Outcomes for Academic Resilience,Washington,0
Bell Elementary,Washington,394
Audubon Elementary,Washington,594
Franklin Elementary,Washington,486
Rush Elementary,Washington,603
Sandburg Elementary,Washington,457
Dickinson Elementary,Washington,570
Finn Hill Middle School,Washington,629
Ready Start Preschool,Washington,1
Keller Elementary,Washington,395
Mann Elementary,Washington,483
Muir Elementary,Washington,442
Juanita Elementary,Washington,404
Juanita High,Washington,1502
Kamiakin Middle School,Washington,573
Kirkland Middle School,Washington,588
Community School,Washington,71
Lake Washington High,Washington,1637
Lakeview Elementary,Washington,556
Twain Elementary,Washington,580
Kirk Elementary,Washington,549
Redmond Elementary,Washington,723
Redmond High,Washington,1915
Redmond Middle School,Washington,992
Frost Elementary,Washington,444
Rose Hill Elementary,Washington,450
Rose Hill Middle School,Washington,863
Thoreau Elementary,Washington,426
Eastlake High School,Washington,1783
Contractual Schools,Washington,29
Emerson High School,Washington,51
Mead Elementary,Washington,629
Evergreen Middle School,Washington,1117
Rockwell Elementary,Washington,631
Northstar Middle School,Washington,85
Alcott Elementary,Washington,803
Smith Elementary,Washington,636
Wilder Elementary,Washington,609
Mcauliffe Elementary,Washington,533
Inglewood Middle School,Washington,1231
Discovery School,Washington,72
Explorer Community School,Washington,72
International Community School,Washington,440
Einstein Elementary,Washington,432
Blackwell Elementary,Washington,535
Emerson K-12,Washington,103
Environmental & Adventure School,Washington,142
Futures School,Washington,46
Stella Schola,Washington,90
Renaissance School,Washington,89
Rosa Parks Elementary,Washington,649
Carson Elementary,Washington,457
Washington Network for Innovative Careers,Washington,11
Tesla STEM High School,Washington,578
Lakewood Elementary School,Washington,413
Lakewood Middle School,Washington,569
Lakewood High School,Washington,741
English Crossing Elementary,Washington,322
Cougar Creek Elementary School,Washington,363
Lakewood NWESD 189 Open Door Program,Washington,2
Lamont Middle School,Washington,29
Liberty High School,Washington,157
Liberty Jr High & Elementary,Washington,310
Lind Elementary School,Washington,99
Lind-Ritzville High School,Washington,56
Lind-Ritzville Middle School,Washington,49
Cascade Middle School,Washington,523
Columbia Heights Elementary,Washington,379
Kessler Elementary School,Washington,341
Mark Morris High School,Washington,1004
Mint Valley Elementary,Washington,418
Monticello Middle School,Washington,502
Olympic Elementary School,Washington,396
R A Long High School,Washington,941
Robert Gray Elementary,Washington,468
Saint Helens Elementary,Washington,350
Columbia Valley Garden Elem Schl,Washington,446
Longview School District Special Services,Washington,65
Broadway Learning Center,Washington,81
Northlake Elementary School,Washington,329
Mt. Solo Middle School,Washington,410
Discovery High School,Washington,161
Discovery High School-Achieve,Washington,14
Loon Lake Elementary School,Washington,105
Loon Lake Homelink Program,Washington,100
Lopez Middle High School,Washington,98
Lopez Elementary School,Washington,121
Decatur Elementary,Washington,4
CVA-Lopez Island,Washington,21
Carnation Elementary School,Washington,430
Cherry Valley Elementary School,Washington,515
Cedarcrest High School,Washington,1001
Tolt Middle School,Washington,736
Stillwater Elementary,Washington,449
Eagle Rock Multiage School,Washington,66
CLIP,Washington,30
PARADE,Washington,128
Choice,Washington,10
Dallesport Elementary,Washington,112
Lyle High School,Washington,78
Lyle Middle School,Washington,55
Fisher Elementary School,Washington,444
Lynden Middle School,Washington,619
Lynden High School,Washington,871
Isom Elementary School,Washington,529
Vossbeck Elementary School,Washington,467
Lynden Special Services,Washington,67
Lynden Academy,Washington,256
IMPACT Reengagement Program,Washington,0
Artz Fox Elementary,Washington,535
Mabton Jr. Sr. High,Washington,374
Mabton Step Up To College,Washington,0
Mansfield Elem and High School,Washington,102
Manson Elementary,Washington,318
Manson High School,Washington,198
Manson Middle School,Washington,156
Mary M Knight High School,Washington,
Mary M Knight Elementary,Washington,
Washington Connections Academy,Washington,370
Mary M. Knight School,Washington,157
Mary Walker High School,Washington,176
Springdale Elementary,Washington,204
Springdale Middle School,Washington,108
Parent Partner Program,Washington,
Mary Walker Alternative High Schl,Washington,0
Springdale Academy,Washington,8
Digital Electronic Contact Mary Walker Parent Partnership Pr,Washington,
Pride Prep ALE School,Washington,
Rainier Prep ALE School,Washington,
Summit Olympus ALE School,Washington,
Summit Sierra ALE School,Washington,
Soar ALE School,Washington,
SIA ALE School,Washington,
Excel ALE School,Washington,
Destiny ALE School,Washington,
Mary Walker Promise,Washington,49
Cascade Elementary,Washington,449
Liberty Elementary,Washington,480
Totem Middle School,Washington,564
Marysville Middle School,Washington,775
Pinewood Elementary,Washington,559
Shoultes Elementary,Washington,466
Sunnyside Elementary,Washington,528
Allen Creek Elementary School,Washington,480
Marshall Elementary,Washington,397
Marysville Mountain View High School,Washington,152
Kellogg Marsh Elementary School,Washington,488
Cedarcrest School,Washington,820
10th Street School,Washington,181
Heritage School,Washington,91
School Home Partnership Program,Washington,30
Marysville Coop Program,Washington,283
Marysville SD Special,Washington,124
ECEAP,Washington,6
Marysville Arts and Technology High School,Washington,218
Grove Elementary,Washington,507
Marysville Pilchuck High School,Washington,1288
Marysville On-line Move Up Program,Washington,
School for the Entrepreneur,Washington,429
Intl Sch of Communications,Washington,433
Academy of Const and Engineering,Washington,400
Bio Med Academy,Washington,439
Quil Ceda Tulalip Elementary,Washington,573
Marysville NWESD 189 Youth Engagement,Washington,75
Mccleary Elem,Washington,327
Meadow Ridge Elementary,Washington,564
Brentwood Elementary School,Washington,548
Colbert Elementary School,Washington,526
Evergreen Elementary School,Washington,587
Farwell Elementary School,Washington,557
Mountainside Middle School,Washington,785
Northwood Middle School,Washington,756
Mead Senior High School,Washington,1623
Shiloh Hills Elementary,Washington,543
Midway Elementary,Washington,599
Mt Spokane High School,Washington,1533
Mead Alternative High School,Washington,80
Mead Education Partnership Prog,Washington,425
Prairie View Elementary,Washington,762
Mead PreSchool,Washington,68
Riverpoint Academy,Washington,137
Mead Open Doors,Washington,12
Medical Lake High School,Washington,544
Medical Lake Middle School,Washington,388
Hallett Elementary,Washington,497
Medical Lake Alternative High School,Washington,30
Michael Anderson Elementary,Washington,428
Island Park Elementary,Washington,388
Lakeridge Elementary School,Washington,484
Mercer Island High School,Washington,1500
Islander Middle School,Washington,1127
West Mercer Elementary,Washington,517
Northwood Elementary School,Washington,477
Irene Reither Elementary School,Washington,627
Meridian Middle School,Washington,272
Meridian High School,Washington,520
Meridian Special Programs,Washington,20
Meridian Parent Partnership Program,Washington,292
Meridian Impact Re-Engagement,Washington,12
Liberty Bell Jr Sr High,Washington,261
Alternative School,Washington,23
Methow Valley Elementary,Washington,301
Home School Experience,Washington,13
Mill A Elementary School,Washington,19
Frank Wagner Elementary,Washington,598
Maltby Elementary,Washington,457
Out Of District Special Ed,Washington,10
Salem Woods Elementary School,Washington,488
Chain Lake Elementary School,Washington,534
Sky Valley Education Center,Washington,883
Monroe Special Ed Preschool,Washington,52
Leaders In Learning,Washington,87
Monroe High School,Washington,1707
Hidden River Middle School,Washington,462
Fryelands Elementary,Washington,468
Park Place Middle School,Washington,769
Shoreline-Monroe High School,Washington,345
Youth Re-Engagement,Washington,236
Beacon Avenue Elementary School,Washington,330
Montesano Jr-Sr High,Washington,656
Simpson Avenue Elementary,Washington,414
Morton Elementary School,Washington,168
Morton Junior-Senior High,Washington,159
Chief Moses Middle School,Washington,933
Garden Heights Elementary,Washington,516
Knolls Vista Elementary,Washington,450
Lakeview Terrace Elementary,Washington,440
Larson Heights Elementary,Washington,343
Longview Elementary,Washington,457
Moses Lake High School,Washington,2417
North Elementary,Washington,283
Peninsula Elementary,Washington,464
Midway Elementary,Washington,368
Frontier Middle School,Washington,716
Sage Point Elementary School,Washington,442
Park Orchard Elementary School,Washington,461
Columbia Basin Technical Skills Center,Washington,26
Skill Source Learning Center,Washington,111
Endeavor Middle School,Washington,247
Mossyrock Elementary School,Washington,310
Mossyrock Jr./Sr. High School,Washington,206
Mossyrock Academy,Washington,10
Harrah Elementary School,Washington,567
White Swan High School,Washington,241
Mount Adams Middle School,Washington,126
American Academy,Washington,0
Acme Elementary,Washington,241
Harmony Elementary,Washington,348
Mount Baker Senior High,Washington,544
Mount Baker Junior High,Washington,294
Kendall Elementary,Washington,445
Educational Resource Center,Washington,36
Mount Baker Academy,Washington,28
Mount Pleasant School,Washington,63
East Valley High School,Washington,887
East Valley Central Middle School,Washington,704
Moxee Elementary,Washington,517
Terrace Heights Elementary,Washington,534
East Valley Elementary,Washington,584
Jefferson Elementary,Washington,475
La Venture Middle School,Washington,634
Lincoln Elementary School,Washington,370
Madison Elementary,Washington,521
Mount Vernon High School,Washington,1950
Washington Elementary School,Washington,414
Mount Vernon Special Ed,Washington,132
Centennial Elementary School Mt Vernon,Washington,537
Little Mountain Elementary,Washington,639
Mount Baker Middle School,Washington,700
Skagit Family Learning Center MVSD,Washington,304
Northwest Career & Technical Academy,Washington,68
Mount Vernon Open Doors,Washington,21
Voyager Middle School,Washington,863
Fairmount Elementary,Washington,634
Mariner High School,Washington,2280
Olivia Park Elementary,Washington,659
Olympic View Middle School,Washington,905
Serene Lake Elementary,Washington,424
Harbour Pointe Middle School,Washington,837
Kamiak High School,Washington,2104
Endeavour Elementary,Washington,487
Mukilteo Elementary,Washington,612
Picnic Point Elementary,Washington,441
Explorer Middle School,Washington,969
ACES High School,Washington,186
Sno-Isle Skills Center,Washington,0
Challenger Elementary,Washington,813
Discovery Elementary,Washington,643
Columbia Elementary,Washington,626
Horizon Elementary,Washington,699
Special Services,Washington,82
ECEAP,Washington,0
Odyssey Elementary,Washington,612
Lake Stickney Elementary School,Washington,668
Naches Valley Primary School,Washington,
Naches Valley Middle School,Washington,397
Naches Valley High School,Washington,447
Naches Valley Intermediate School,Washington,
Naches Valley Elementary School,Washington,509
Napavine Elementary,Washington,439
Napavine Jr Sr High School,Washington,374
Naselle Elementary,Washington,170
Naselle Youth Camp School,Washington,79
Naselle Jr Sr High Schools,Washington,163
Naselle Homelink,Washington,39
Nespelem Elementary,Washington,138
Newport High School,Washington,346
Sadie Halstead Middle School,Washington,339
Stratton Elementary,Washington,372
Pend Oreille River School,Washington,32
Lake Spokane Elementary,Washington,445
Nine Mile Falls Elementary,Washington,155
Lakeside High School,Washington,501
Lakeside Middle School,Washington,338
Re-Engagement School (Nine Mile Falls),Washington,5
Nooksack Valley Middle School,Washington,345
Nooksack Valley High School,Washington,461
Sumas Elementary,Washington,256
Everson Elementary,Washington,260
Nooksack Elementary,Washington,367
Nooksack Valley Special Services,Washington,43
North Beach Senior High School,Washington,193
Ocean Shores Elementary,Washington,236
Pacific Beach Elementary School,Washington,138
North Beach Junior High School,Washington,105
Basin City Elem,Washington,424
Connell Elem,Washington,525
Connell High School,Washington,612
Mesa Elem,Washington,178
Robert L Olds Junior High School,Washington,339
Palouse Junction High School,Washington,36
North Franklin Virtual Academy,Washington,5
Connell Preschool,Washington,41
Poulsbo Middle School,Washington,809
North Kitsap High School,Washington,1151
Hilder Pearson Elementary,Washington,330
Poulsbo Elementary School,Washington,516
Suquamish Elementary School,Washington,387
David Wolfle Elementary,Washington,345
Vinland Elementary,Washington,633
Richard Gordon Elementary,Washington,434
Kingston Middle School,Washington,488
Special Programs,Washington,2
Pal Program,Washington,70
Middle School Options,Washington,26
Kingston High School,Washington,766
Belfair Elementary,Washington,492
North Mason Senior High School,Washington,746
Hawkins Middle School,Washington,452
Sand Hill Elementary,Washington,470
James A. Taylor High School,Washington,35
North Mason Homelink Program,Washington,13
North River School,Washington,61
Horizons Elementary,Washington,543
Komachin Middle School,Washington,725
Chinook Middle School,Washington,771
Evergreen Forest Elementary,Washington,555
Lacey Elementary,Washington,494
Lakes Elementary School,Washington,618
Lydia Hawk Elementary,Washington,441
Mountain View Elementary,Washington,691
Nisqually Middle School,Washington,810
North Thurston High School,Washington,1434
Olympic View Elementary,Washington,510
South Bay Elementary,Washington,757
Timberline High School,Washington,1659
River Ridge High School,Washington,1259
Woodland Elementary,Washington,494
Meadows Elementary,Washington,670
Pleasant Glade Elementary,Washington,366
South Sound High School,Washington,170
Seven Oaks Elementary,Washington,498
Aspire Middle School,Washington,323
Chambers Prairie Elementary School,Washington,496
Salish Middle School,Washington,678
Northport Elementary School,Washington,110
Northport High School,Washington,64
Northport Homelink Program,Washington,58
Skyview Jr High,Washington,1036
Arrowhead Elementary,Washington,427
Bothell High School,Washington,1732
C O Sorenson,Washington,138
Canyon Creek Elementary,Washington,770
Canyon Park Jr High,Washington,810
Cottage Lake Elementary,Washington,365
Crystal Springs Elementary,Washington,622
Inglemoor HS,Washington,1400
Kenmore Elementary,Washington,560
Kenmore Junior High,Washington,623
Leota Jr High,Washington,849
Lockwood Elementary,Washington,638
Maywood Hills Elementary,Washington,689
Moorlands Elementary,Washington,792
Northshore Jr High,Washington,737
Secondary Academy for Success,Washington,130
Shelton View Elementary,Washington,530
Wellington Elementary,Washington,527
Westhill Elementary,Washington,495
Woodin Elementary,Washington,613
Kokanee Elementary,Washington,759
Hollywood Hill Elementary,Washington,368
Sunrise Elementary,Washington,418
Woodinville HS,Washington,1468
Bear Creek Elementary,Washington,446
Fernwood Elementary,Washington,942
Frank Love Elementary,Washington,658
Woodmoor Elementary,Washington,818
East Ridge Elementary,Washington,327
Timbercrest Junior High,Washington,751
Northshore Networks,Washington,150
Northshore Special Services,Washington,170
Woodinville Community Center,Washington,10
Northshore Online School,Washington,16
Northshore Primary Center,Washington,134
Broadview Elementary,Washington,533
Crescent Harbor Elem,Washington,587
North Whidbey Middle School,Washington,532
Oak Harbor Elementary,Washington,568
Oak Harbor High School,Washington,1610
Oak Harbor Middle School,Washington,577
Olympic View Elem,Washington,533
Special Education,Washington,126
Hillcrest Elementary,Washington,566
Homeconnection,Washington,296
iGrad Academy,Washington,8
Oakesdale Elementary School,Washington,71
Oakesdale High School,Washington,41
Oakville High School,Washington,106
Oakville Elementary,Washington,108
Hilltop School,Washington,309
Long Beach Elementary School,Washington,254
Ilwaco High School,Washington,269
Ocean Park Elementary,Washington,176
Ocean Beach Early Childhood Center,Washington,11
Ocean Beach Alternative School,Washington,10
Ocosta Elementary School,Washington,326
Ocosta Junior - Senior High,Washington,297
P C Jantz Elementary,Washington,124
Odessa High School,Washington,111
Grainger Elementary,Washington,482
Okanogan High School,Washington,287
Okanogan Co Juvenile Detention,Washington,13
Okanogan Alternative High School,Washington,14
Okanogan Middle School,Washington,260
Okanogan Outreach Alternative School,Washington,77
Boston Harbor Elementary,Washington,152
Capital High School,Washington,1410
Garfield Elementary School,Washington,417
Jefferson Middle School,Washington,431
Leland P Brown Elementary,Washington,339
Madison Elementary School,Washington,246
McLane Elementary School,Washington,333
Pioneer Elementary School,Washington,517
Roosevelt Elementary School,Washington,418
Washington Middle School,Washington,822
Reeves Middle School,Washington,428
Olympia High School,Washington,1833
McKenny Elementary,Washington,369
Lincoln Elementary School,Washington,282
Julia Butler Hansen Elementary,Washington,460
Thurgood Marshall Middle School,Washington,376
Centennial Elementary Olympia,Washington,525
Avanti High School,Washington,159
Olympia Regional Learning Academy,Washington,469
Olympia Regional Learning Academy - Montessori School,Washington,206
Touchstone,Washington,4
E Omak Elementary,Washington,363
N Omak Elementary,Washington,459
Omak High School,Washington,419
Omak Middle School,Washington,295
Highlands High School,Washington,15
Washington Virtual Academy Omak Elementary,Washington,1272
Washington Virtual Academy Omak High School,Washington,1212
Washington Virtual Academy Omak Middle School,Washington,1362
Onalaska Elementary School,Washington,378
Onalaska High School,Washington,211
Onalaska Middle School,Washington,165
CVA - Onalaska,Washington,37
Onion Creek Elementary,Washington,40
Orcas Island Elementary School,Washington,202
Orcas Island High School,Washington,123
Waldron Island School,Washington,5
Orcas Island Middle School,Washington,55
OASIS K-12,Washington,411
Orchard Prairie Elementary,Washington,85
Orient Elem,Washington,29
Columbia Virtual Academy-Orient,Washington,37
Orondo Elementary and Middle School,Washington,195
Oroville Elementary,Washington,326
Oroville Middle-High School,Washington,263
Orting Primary School,Washington,516
Orting High School,Washington,830
Orting Middle School,Washington,566
Ptarmigan Ridge Elementary School,Washington,687
Orting Special Education,Washington,13
Hiawatha Elementary School,Washington,552
Lutacaga Elementary,Washington,590
McFarland Middle School,Washington,950
Othello High School,Washington,1106
Scootney Springs Elementary,Washington,554
Wahitis Elementary School,Washington,546
Desert Oasis High School,Washington,90
Palisades Elementary School,Washington,27
Palouse High School,Washington,48
Palouse Elementary,Washington,97
Palouse at Garfield Middle School,Washington,43
Edwin Markham Elementary,Washington,394
Emerson Elementary,Washington,651
Longfellow Elementary,Washington,459
Mark Twain Elementary,Washington,781
Mcloughlin Middle School,Washington,1242
New Horizons High School,Washington,275
Pasco Senior High School,Washington,2170
Robert Frost Elementary,Washington,642
Ruth Livingston Elementary,Washington,825
Stevens Middle School,Washington,694
James McGee Elementary,Washington,642
Whittier Elementary,Washington,601
Rowena Chess Elementary,Washington,579
Ellen Ochoa Middle School,Washington,702
Maya Angelou Elementary,Washington,903
Virgie Robinson Elementary,Washington,773
Pasco Early Childhood,Washington,40
Chiawana High School,Washington,2571
Rosalind Franklin STEM Elementary,Washington,773
Barbara McClintock STEM Elementary,Washington,736
Marie Curie STEM Elementary,Washington,808
Internet Pasco Academy of Learning,Washington,5
Captain Gray STEM Elementary,Washington,618
Pateros Elementary,Washington,168
Pateros High School,Washington,142
Paterson Elementary School,Washington,132
Pe Ell School,Washington,274
Trojan Alternative School,Washington,1
Artondale Elementary School,Washington,475
Discovery Elementary School,Washington,478
Evergreen Elementary,Washington,255
Goodman Middle School,Washington,553
Harbor Heights Elementary School,Washington,591
Peninsula High School,Washington,1394
Purdy Elementary School,Washington,621
Vaughn Elementary School,Washington,385
Gig Harbor High,Washington,1657
Kopachuck Middle School,Washington,524
Key Peninsula Middle School,Washington,424
Minter Creek Elementary,Washington,385
Voyager Elementary,Washington,563
Harbor Ridge Middle School,Washington,578
Henderson Bay Alt High School,Washington,152
Pioneer Intermediate/Middle School,Washington,394
Pioneer Primary School,Washington,339
Pomeroy Elementary School,Washington,166
Pomeroy Jr Sr High School,Washington,142
Lincoln High School,Washington,69
Franklin Elementary,Washington,421
Hamilton Elementary,Washington,387
Jefferson Elementary,Washington,330
Port Angeles High School,Washington,1157
Stevens Middle School,Washington,554
Dry Creek Elementary,Washington,370
Parents As Partners,Washington,9
North Olympic Peninsula Skills Center,Washington,10
Special Education,Washington,31
Roosevelt Elementary School,Washington,496
Grant Street Elementary,Washington,363
Port Townsend High School,Washington,350
Blue Heron Middle School,Washington,395
OCEAN,Washington,74
Prescott Elementary School,Washington,155
Prescott Jr Sr High,Washington,124
Prescott Special Ed Pre-school,Washington,6
VISTA HERMOSA ELEMENTARY,Washington,
Prosser Heights Elementary,Washington,476
Prosser High School,Washington,868
Housel Middle School,Washington,610
Keene-Riverview Elementary,Washington,505
Whitstran Elementary,Washington,293
Prosser Falls Education Center,Washington,41
Franklin Elementary,Washington,465
Jefferson Elementary,Washington,507
Lincoln Middle School,Washington,602
Pullman High School,Washington,845
Sunnyside Elementary,Washington,460
Shaw Road Elementary,Washington,666
Aylen Jr High,Washington,691
Walker High School,Washington,111
Edgemont Jr High,Washington,380
Firgrove Elementary,Washington,668
Ballou Jr High,Washington,847
Fruitland Elementary,Washington,660
Rogers High School,Washington,1883
Hilltop Elementary,Washington,0
Stewart Elementary,Washington,374
Kalles Junior High,Washington,910
Karshner Elementary,Washington,345
Maplewood Elementary,Washington,425
Meeker Elementary,Washington,412
Mt View Elementary,Washington,363
Northwood Elementary,Washington,427
Puyallup High School,Washington,1813
Riverside Elementary,Washington,0
Spinning Elementary,Washington,314
Sunrise Elementary,Washington,528
Waller Road Elementary,Washington,342
Wildwood Elementary,Washington,500
Woodland Elementary,Washington,696
Stahl Junior High,Washington,836
Ridgecrest Elementary,Washington,552
Ferrucci Jr High,Washington,669
Pope Elementary,Washington,584
Brouillet Elementary,Washington,736
Warren Hunt Elem,Washington,638
Zeiger Elementary,Washington,699
Emerald Ridge High School,Washington,1563
PSD Special Services,Washington,126
Quest,Washington,0
Edgerton Elementary,Washington,770
Carson Elementary,Washington,918
Glacier View Junior High,Washington,796
Phoenix Program,Washington,104
Open Doors Puyallup,Washington,99
Puyallup Parent Partnership Program,Washington,2
Quilcene High And Elementary,Washington,202
Crossroads Community School,Washington,6
PEARL,Washington,110
Forks Junior-Senior High School,Washington,455
Forks Elementary School,Washington,325
Forks Alternative School,Washington,38
District Run Home School,Washington,23
Insight School of Washington,Washington,1998
Forks Intermediate School,Washington,244
Lake Quinault Elementary,Washington,92
Lake Quinault High School,Washington,80
George Elementary,Washington,187
Mountain View Elementary,Washington,462
Pioneer Elementary,Washington,453
Quincy High School,Washington,815
Quincy Junior High,Washington,415
Monument Elementary,Washington,618
Quincy High Tech High,Washington,43
Rainier Middle School,Washington,179
Rainier Senior High School,Washington,264
Rainier Elementary School,Washington,369
Raymond Elementary School,Washington,298
Raymond Jr Sr High School,Washington,242
Developmental Preschool,Washington,3
Raymond Home Link School,Washington,66
Reardan Elementary School,Washington,247
Reardan Middle-Senior High School,Washington,324
Reardan Online Academy,Washington,
Benson Hill Elementary School,Washington,575
Bryn Mawr Elementary School,Washington,489
Campbell Hill Elementary School,Washington,482
Cascade Elementary School,Washington,548
Nelsen Middle School,Washington,1002
Hazelwood Elementary School,Washington,615
Highlands Elementary School,Washington,572
Hillcrest Special Services Center,Washington,0
Kennydale Elementary School,Washington,614
Lakeridge Elementary School,Washington,397
Lindbergh Senior High School,Washington,1273
Maplewood Heights Elementary School,Washington,717
McKnight Middle School,Washington,1270
Hazen Senior High School,Washington,1624
Renton Park Elementary School,Washington,467
Renton Senior High School,Washington,1310
Sierra Heights Elementary School,Washington,616
Talbot Hill Elementary School,Washington,531
Tiffany Park Elementary School,Washington,441
Out Of District Facility,Washington,14
Sartori Education Center,Washington,0
Griffin Home,Washington,6
Dimmitt Middle School,Washington,939
Home Program,Washington,127
Renton Academy,Washington,43
Honey Dew Elementary,Washington,537
Secondary Learning Center,Washington,309
Meadow Crest Early Childhood Education Center,Washington,299
Open Door Youth Reengagement Renton,Washington,32
Republic Elementary School,Washington,159
Republic Senior High School,Washington,97
Republic Parent Partner,Washington,73
Republic Junior High,Washington,47
Badger Mountain Elementary,Washington,607
Carmichael Middle School,Washington,958
Richland High School,Washington,2005
Hanford High School,Washington,2009
Jason Lee Elementary School,Washington,550
Jefferson Elementary,Washington,480
Lewis & Clark Elementary School,Washington,554
Marcus Whitman Elementary,Washington,559
Sacajawea Elementary,Washington,503
Tapteal Elementary School,Washington,617
Chief Joseph Middle School,Washington,753
Rivers Edge High School,Washington,215
Enterprise Middle School,Washington,1183
Wiley Elementary,Washington,526
Twin Rivers Group Home,Washington,0
Special Programs,Washington,136
White Bluffs Elementary School,Washington,687
Three Rivers Home Link,Washington,535
Orchard Elementary,Washington,671
Ridgefield High School,Washington,824
South Ridge Elementary,Washington,718
Union Ridge Elementary,Washington,837
View Ridge Middle School,Washington,426
Ritzville Grade School,Washington,174
Ritzville High School,Washington,125
Lind Ritzville Middle School,Washington,54
Chattaroy Elementary,Washington,245
Riverside Middle School,Washington,319
Riverside Elementary,Washington,380
Riverside High School,Washington,475
Independent Scholar,Washington,64
Grand Mound Elementary,Washington,530
Rochester Primary School,Washington,557
Rochester Middle School,Washington,526
Rochester High School,Washington,658
H.e.a.r.t. High School,Washington,30
Roosevelt Elementary School,Washington,26
Rosalia Elementary & Secondary School,Washington,183
Red Rock Elementary,Washington,618
Royal High School,Washington,489
Royal Middle School,Washington,264
Royal Intermediate School,Washington,388
Friday Harbor High School,Washington,279
Friday Harbor Elementary School,Washington,391
Friday Harbor Middle School,Washington,125
Griffin Bay School,Washington,12
Satsop Elementary,Washington,70
Pathfinder K-8 School,Washington,490
Adams Elementary School,Washington,573
Alki Elementary School,Washington,380
Licton Springs K-8,Washington,130
Arbor Heights Elementary School,Washington,453
